package	function	cluster	impact	raw_first_edit	raw_first_ref_ir	raw_first_self_ir	semantic_first_edit	semantic_first_ref_ir	semantic_first_self_ir
frontend	_CNatXPh5writeHlh	CG-OPERAND-OR-TYPE	functional	replace	  %v8 = getelementptr inbounds i8, i8* %v3, i64 %v4	  %v8 = getelementptr i8, i8* %v3, i64 %v4	replace	  %v8 = getelementptr inbounds i8, i8* %v3, i64 %v4	  %v8 = getelementptr i8, i8* %v3, i64 %v4
cjc	"_CN8cjcj:cjcUMain$17GetArgumentVectorHv"	CG-CALLSITE-ATTRIBUTE	functional	replace	  call void @_CNac9ArrayListIG_E7toArrayHv(%v1* noalias sret(%v1) %v13, i8 addrspace(1)* %v43, %v20* @"std.collection:ArrayList<std.core:String>.ti")	  call void @_CNac9ArrayListIG_E7toArrayHv(%v1* noalias sret(i8) %v13, i8 addrspace(1)* %v43, %v20* @"std.collection:ArrayList<std.core:String>.ti")	replace	  call void @_CNac9ArrayListIG_E7toArrayHv(%v1* noalias sret(%v1) %v13, i8 addrspace(1)* %v43, %v20* @"std.collection:ArrayList<std.core:String>.ti")	  call void @_CNac9ArrayListIG_E7toArrayHv(%v1* noalias sret(i8) %v13, i8 addrspace(1)* %v43, %v20* @"std.collection:ArrayList<std.core:String>.ti")
basic	"0_for_keeping_some_types"	CG-MISSING-INSTRUCTION	functional	delete	  %v133 = alloca %v134, align 8	<missing>	delete	  %v133 = alloca %v134, align 8	<missing>
basic	"_CN10cjcj:basic10Diagnostic11GetDiagKindHv"	CG-METADATA-NUMBERING	cosmetic	replace	  %v27 = load i32, i32 addrspace(1)* %v26, align 4, !untrusted_ref !5	  %v27 = load i32, i32 addrspace(1)* %v26, align 4, !untrusted_ref !12	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic10Diagnostic15GetDiagCategoryHv"	CG-METADATA-NUMBERING	cosmetic	replace	  %v12 = load i32, i32 addrspace(1)* %v11, align 4, !untrusted_ref !30	  %v12 = load i32, i32 addrspace(1)* %v11, align 4, !untrusted_ref !15	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic10Diagnostic15InsertArgumentsHRNat6StringERNat5ArrayIY3_E"	CG-METADATA-NUMBERING	cosmetic	replace	  %v15 = alloca %v12, align 8, !untrusted_ref !6	  %v15 = alloca %v12, align 8, !untrusted_ref !7	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic10Diagnostic6<init>HRNY_8PositionEY3_NNY_8DiagKindERNat5ArrayICNY_12DiagArgumentEE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v34 = load i32, i32* @"_CN10cjcj:basic12DEFAULT_KINDE", align 4, !untrusted_ref !13	  %v34 = load i32, i32* @"_CN10cjcj:basic12DEFAULT_KINDE", align 4, !untrusted_ref !8	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic10Diagnostic6<init>HbRNY_5RangeENNY_16DiagKindRefactorERNat5ArrayIRNat6StringEE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v45 = load i32, i32* @"_CN10cjcj:basic12DEFAULT_KINDE", align 4, !untrusted_ref !37	  %v45 = load i32, i32* @"_CN10cjcj:basic12DEFAULT_KINDE", align 4, !untrusted_ref !11	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic10Diagnostic6<init>Hv"	CG-METADATA-NUMBERING	cosmetic	replace	  %v29 = load i32, i32* @"_CN10cjcj:basic12DEFAULT_KINDE", align 4, !untrusted_ref !5	  %v29 = load i32, i32* @"_CN10cjcj:basic12DEFAULT_KINDE", align 4, !untrusted_ref !13	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic10SplitLinesHRNat6StringE"	CG-CALLSITE-ATTRIBUTE	functional	replace	define void @"_CN10cjcj:basic10SplitLinesHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !88 {	define void @"_CN10cjcj:basic10SplitLinesHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !102 {	replace	  call void @_CNac9ArrayListIG_E7toArrayHv(%v1* noalias sret(%v1) %v8, i8 addrspace(1)* %v47, %v48* @"std.collection:ArrayList<std.core:String>.ti")	  call void @_CNac9ArrayListIG_E7toArrayHv(%v1* noalias sret(i8) %v8, i8 addrspace(1)* %v47, %v48* @"std.collection:ArrayList<std.core:String>.ti")
basic	"_CN10cjcj:basic10WriteErrorHRNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic10WriteErrorHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !676 {	define void @"_CN10cjcj:basic10WriteErrorHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !108 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic11ConvertCharHl"	CG-ICMP-PREDICATE	functional	replace	define void @"_CN10cjcj:basic11ConvertCharHl"(%v1* noalias sret(%v1) %v2, i64 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !239 {	define void @"_CN10cjcj:basic11ConvertCharHl"(%v1* noalias sret(%v1) %v2, i64 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !97 {	replace	  %v21 = icmp ule i64 %v3, 4294967295	  %v21 = icmp sle i64 %v3, 4294967295
basic	"_CN10cjcj:basic11JoinStringsHRNat5ArrayIRNat6StringEEY5_"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic11JoinStringsHRNat5ArrayIRNat6StringEEY5_"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4, %v1* noalias nocapture readonly %v5) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !1618 {	define void @"_CN10cjcj:basic11JoinStringsHRNat5ArrayIRNat6StringEEY5_"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4, %v1* noalias nocapture readonly %v5) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !102 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic11PrintIndentHmRNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic11PrintIndentHmRNat6StringE"(%v1* noalias sret(%v1) %v2, i64 %v3, %v4* noalias nocapture readonly %v5) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !115 {	define void @"_CN10cjcj:basic11PrintIndentHmRNat6StringE"(%v1* noalias sret(%v1) %v2, i64 %v3, %v4* noalias nocapture readonly %v5) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !66 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic11SplitStringHRNat6StringEY2_"	CG-CALLSITE-ATTRIBUTE	functional	replace	define void @"_CN10cjcj:basic11SplitStringHRNat6StringEY2_"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4, %v3* noalias nocapture readonly %v5) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !119 {	define void @"_CN10cjcj:basic11SplitStringHRNat6StringEY2_"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4, %v3* noalias nocapture readonly %v5) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !113 {	replace	  call void @_CNac9ArrayListIG_E7toArrayHv(%v1* noalias sret(%v1) %v19, i8 addrspace(1)* %v54, %v39* @"std.collection:ArrayList<std.core:String>.ti")	  call void @_CNac9ArrayListIG_E7toArrayHv(%v1* noalias sret(i8) %v19, i8 addrspace(1)* %v54, %v39* @"std.collection:ArrayList<std.core:String>.ti")
basic	"_CN10cjcj:basic11ToHexStringHhl"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic11ToHexStringHhl"(%v1* noalias sret(%v1) %v2, i8 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !103 {	define void @"_CN10cjcj:basic11ToHexStringHhl"(%v1* noalias sret(%v1) %v2, i8 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !94 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic11ToHexStringHjl"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic11ToHexStringHjl"(%v1* noalias sret(%v1) %v2, i32 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !242 {	define void @"_CN10cjcj:basic11ToHexStringHjl"(%v1* noalias sret(%v1) %v2, i32 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !116 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic11ToHexStringHll"	CG-MISSING-CALL	functional	replace	define void @"_CN10cjcj:basic11ToHexStringHll"(%v1* noalias sret(%v1) %v2, i64 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !87 {	define void @"_CN10cjcj:basic11ToHexStringHll"(%v1* noalias sret(%v1) %v2, i64 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !144 {	replace	  %v12 = icmp ule i64 %v3, -1	  br label %v12
basic	"_CN10cjcj:basic11ToHexStringHml"	CG-MISSING-CALL	functional	replace	define void @"_CN10cjcj:basic11ToHexStringHml"(%v1* noalias sret(%v1) %v2, i64 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !119 {	define void @"_CN10cjcj:basic11ToHexStringHml"(%v1* noalias sret(%v1) %v2, i64 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !86 {	replace	  %v68 = icmp ule i64 %v63, -1	  br label %v68
basic	"_CN10cjcj:basic11ToHexStringHtl"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic11ToHexStringHtl"(%v1* noalias sret(%v1) %v2, i16 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !229 {	define void @"_CN10cjcj:basic11ToHexStringHtl"(%v1* noalias sret(%v1) %v2, i16 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !139 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic11colorToAnsiHNNY_9DiagColorE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic11colorToAnsiHNNY_9DiagColorE"(%v1* noalias sret(%v1) %v2, i32 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !97 {	define void @"_CN10cjcj:basic11colorToAnsiHNNY_9DiagColorE"(%v1* noalias sret(%v1) %v2, i32 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !217 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic12Char32ToUTF8HRNat5ArrayIjE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic12Char32ToUTF8HRNat5ArrayIjE"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !92 {	define void @"_CN10cjcj:basic12Char32ToUTF8HRNat5ArrayIjE"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !104 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic12Char32ToUTF8Hj"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic12Char32ToUTF8Hj"(%v1* noalias sret(%v1) %v2, i32 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !107 {	define void @"_CN10cjcj:basic12Char32ToUTF8Hj"(%v1* noalias sret(%v1) %v2, i32 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !108 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic12DiagKindNameHNNY_8DiagKindE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic12DiagKindNameHNNY_8DiagKindE"(%v1* noalias sret(%v1) %v2, i32 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !110 {	define void @"_CN10cjcj:basic12DiagKindNameHNNY_8DiagKindE"(%v1* noalias sret(%v1) %v2, i32 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !105 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic12DisplayWidthHRNat5ArrayIjE"	CG-METADATA-NUMBERING	cosmetic	replace	define i64 @"_CN10cjcj:basic12DisplayWidthHRNat5ArrayIjE"(%v1* noalias nocapture readonly %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !97 {	define i64 @"_CN10cjcj:basic12DisplayWidthHRNat5ArrayIjE"(%v1* noalias nocapture readonly %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !123 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic12DisplayWidthHRNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	define i64 @"_CN10cjcj:basic12DisplayWidthHRNat6StringE"(%v1* noalias nocapture readonly %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !113 {	define i64 @"_CN10cjcj:basic12DisplayWidthHRNat6StringE"(%v1* noalias nocapture readonly %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !77 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic12LinkageToIntHNNY_7LinkageE"	CG-METADATA-NUMBERING	cosmetic	replace	define i64 @"_CN10cjcj:basic12LinkageToIntHNNY_7LinkageE"(i32 %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !116 {	define i64 @"_CN10cjcj:basic12LinkageToIntHNNY_7LinkageE"(i32 %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !120 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic12PrintNoSplitHRNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic12PrintNoSplitHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !1622 {	define void @"_CN10cjcj:basic12PrintNoSplitHRNat6StringE"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !92 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic12PrintVersionHv"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic12PrintVersionHv"(%v1* noalias sret(%v1) %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !679 {	define void @"_CN10cjcj:basic12PrintVersionHv"(%v1* noalias sret(%v1) %v2) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !109 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic12UTF8ToChar32HRNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic12UTF8ToChar32HRNat6StringE"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !233 {	define void @"_CN10cjcj:basic12UTF8ToChar32HRNat6StringE"(%v1* noalias sret(%v1) %v2, %v3* noalias nocapture readonly %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !101 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic12repeatStringHRNat6StringEl"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic12repeatStringHRNat6StringEl"(%v1* noalias sret(%v1) %v2, %v1* noalias nocapture readonly %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !107 {	define void @"_CN10cjcj:basic12repeatStringHRNat6StringEl"(%v1* noalias sret(%v1) %v2, %v1* noalias nocapture readonly %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !100 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic13SourceManager11AddCommentsHCNac7HashMapImRNat5ArrayICNY_5TokenEEE"	CG-BRANCH-OPERAND	functional	replace	  br label %v83	  br label %v99	replace	  br label %v83	  br label %v99
basic	"_CN10cjcj:basic13SourceManager16GetNumberOfFilesHv"	CG-MISSING-CALL	functional	replace	  %v18 = icmp ule i64 %v13, -1	  br label %v18	replace	  %v18 = icmp ule i64 %v13, -1	  br label %v18
basic	"_CN10cjcj:basic13SourceManager23IsInMacroCallSourceFileHRNY_8PositionE"	CG-MISSING-CALL	functional	replace	  %v75 = icmp ule i64 %v70, -1	  br label %v75	replace	  %v75 = icmp ule i64 %v70, -1	  br label %v75
basic	"_CN10cjcj:basic13SourceManager7putPathHRNat6StringEm"	CG-BRANCH-OPERAND	functional	replace	  br label %v27	  br label %v45	replace	  br label %v27	  br label %v45
basic	"_CN10cjcj:basic13SourceManager9GetFileIdHRNat6StringEY3_mNNat6OptionIY3_Ebb"	CG-MISSING-CALL	functional	replace	  %v85 = icmp ule i64 %v80, -1	  br label %v85	replace	  %v85 = icmp ule i64 %v80, -1	  br label %v85
basic	"_CN10cjcj:basic13SourceManager9putSourceHmCNY_6SourceE"	CG-BRANCH-OPERAND	functional	replace	  br label %v20	  br label %v36	replace	  br label %v20	  br label %v36
basic	"_CN10cjcj:basic13SubDiagnostic11AddMainHintHRNY_5RangeERNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v15 = load i32, i32* @"_CN10cjcj:basic10NOTE_COLORE", align 4, !untrusted_ref !5	  %v15 = load i32, i32* @"_CN10cjcj:basic10NOTE_COLORE", align 4, !untrusted_ref !10	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic13SubDiagnostic6<init>HRNY_5RangeERNat6StringE"	CG-METADATA-NUMBERING	cosmetic	replace	  %v43 = load i32, i32* @"_CN10cjcj:basic10NOTE_COLORE", align 4, !untrusted_ref !7	  %v43 = load i32, i32* @"_CN10cjcj:basic10NOTE_COLORE", align 4, !untrusted_ref !8	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic13coloredStringHNNY_9DiagColorERNat6StringEb"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic13coloredStringHNNY_9DiagColorERNat6StringEb"(%v1* noalias sret(%v1) %v2, i32 %v3, %v1* noalias nocapture readonly %v4, i1 %v5) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !123 {	define void @"_CN10cjcj:basic13coloredStringHNNY_9DiagColorERNat6StringEb"(%v1* noalias sret(%v1) %v2, i32 %v3, %v1* noalias nocapture readonly %v4, i1 %v5) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !104 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic14ConvertUnicodeHl"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic14ConvertUnicodeHl"(%v1* noalias sret(%v1) %v2, i64 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !118 {	define void @"_CN10cjcj:basic14ConvertUnicodeHl"(%v1* noalias sret(%v1) %v2, i64 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !112 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic14ErrorWithColorHNNY_9DiagColorERNat6StringEb"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic14ErrorWithColorHNNY_9DiagColorERNat6StringEb"(%v1* noalias sret(%v1) %v2, i32 %v3, %v4* noalias nocapture readonly %v5, i1 %v6) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !143 {	define void @"_CN10cjcj:basic14ErrorWithColorHNNY_9DiagColorERNat6StringEb"(%v1* noalias sret(%v1) %v2, i32 %v3, %v4* noalias nocapture readonly %v5, i1 %v6) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !254 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic14ToBinaryStringHh"	CG-ICMP-PREDICATE	functional	replace	define void @"_CN10cjcj:basic14ToBinaryStringHh"(%v1* noalias sret(%v1) %v2, i8 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !100 {	define void @"_CN10cjcj:basic14ToBinaryStringHh"(%v1* noalias sret(%v1) %v2, i8 %v3) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !105 {	replace	  %v31 = icmp ule i64 %v26, 255	  %v31 = icmp sle i64 %v26, 255
basic	"_CN10cjcj:basic14WarnGroupIndexHNNY_9WarnGroupE"	CG-METADATA-NUMBERING	cosmetic	replace	define i64 @"_CN10cjcj:basic14WarnGroupIndexHNNY_9WarnGroupE"(i32 %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !104 {	define i64 @"_CN10cjcj:basic14WarnGroupIndexHNNY_9WarnGroupE"(i32 %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !113 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic15DescPositionMap10lowerBoundHj"	CG-CALL-TARGET	functional	replace	  %v11 = bitcast %v10* %v9 to i8*	  %v11 = alloca %v1, align 8	replace	  %v11 = bitcast %v10* %v9 to i8*	  %v11 = alloca %v1, align 8
basic	"_CN10cjcj:basic15DescPositionMap22afterExactOrLowerBoundHj"	CG-CALL-TARGET	functional	replace	  %v12 = bitcast %v11* %v10 to i8*	  %v12 = alloca %v1, align 8	replace	  %v12 = bitcast %v11* %v10 to i8*	  %v12 = alloca %v1, align 8
basic	"_CN10cjcj:basic15DescPositionMap3getHj"	CG-CALL-TARGET	functional	replace	  %v12 = bitcast %v11* %v10 to i8*	  %v12 = alloca %v13, align 8	replace	  %v12 = bitcast %v11* %v10 to i8*	  %v12 = alloca %v13, align 8
basic	"_CN10cjcj:basic15DiagnosticCache7NoErrorHv"	CG-METADATA-NUMBERING	cosmetic	replace	  %v44 = load i32, i32 addrspace(1)* %v43, align 4, !untrusted_ref !7	  %v44 = load i32, i32 addrspace(1)* %v43, align 4, !untrusted_ref !8	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic15DiagnosticCache7RestoreHCNY_16DiagnosticEngineE"	CG-CALLSITE-ATTRIBUTE	functional	replace	  call void @_CNac9ArrayListIG_E7toArrayHv(%v9* noalias sret(%v9) %v10, i8 addrspace(1)* %v13, %v5* @"std.collection:ArrayList<cjcj/basic:Diagnostic>.ti")	  call void @_CNac9ArrayListIG_E7toArrayHv(%v9* noalias sret(i8) %v10, i8 addrspace(1)* %v13, %v5* @"std.collection:ArrayList<cjcj/basic:Diagnostic>.ti")	replace	  call void @_CNac9ArrayListIG_E7toArrayHv(%v9* noalias sret(%v9) %v10, i8 addrspace(1)* %v13, %v5* @"std.collection:ArrayList<cjcj/basic:Diagnostic>.ti")	  call void @_CNac9ArrayListIG_E7toArrayHv(%v9* noalias sret(i8) %v10, i8 addrspace(1)* %v13, %v5* @"std.collection:ArrayList<cjcj/basic:Diagnostic>.ti")
basic	"_CN10cjcj:basic15PrintIndentOnlyHmm"	CG-METADATA-NUMBERING	cosmetic	replace	define void @"_CN10cjcj:basic15PrintIndentOnlyHmm"(%v1* noalias sret(%v1) %v2, i64 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !119 {	define void @"_CN10cjcj:basic15PrintIndentOnlyHmm"(%v1* noalias sret(%v1) %v2, i64 %v3, i64 %v4) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !115 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
basic	"_CN10cjcj:basic15StringConvertor15CodepointToUTF8Hj"	CG-CALLSITE-ATTRIBUTE	functional	replace	  call void @_CNac9ArrayListIG_E7toArrayHv(%v10* noalias sret(%v10) %v9, i8 addrspace(1)* %v14, %v4* @"std.collection:ArrayList<UInt8>.ti")	  call void @_CNac9ArrayListIG_E7toArrayHv(%v10* noalias sret(i8) %v9, i8 addrspace(1)* %v14, %v4* @"std.collection:ArrayList<UInt8>.ti")	replace	  call void @_CNac9ArrayListIG_E7toArrayHv(%v10* noalias sret(%v10) %v9, i8 addrspace(1)* %v14, %v4* @"std.collection:ArrayList<UInt8>.ti")	  call void @_CNac9ArrayListIG_E7toArrayHv(%v10* noalias sret(i8) %v9, i8 addrspace(1)* %v14, %v4* @"std.collection:ArrayList<UInt8>.ti")
basic	"_CN10cjcj:basic15StringConvertor15UTF8ToCodepointHRNat6StringE"	CG-INSTRUCTION-SELECTION	functional	replace	  br label %v303	  %v303 = load i32, i32* @"_CN10cjcj:basicU00000004Gwh5f14LOW_6_BIT_MASKE", align 4	replace	  br label %v303	  %v303 = load i32, i32* @"_CN10cjcj:basicU00000004Gwh5f14LOW_6_BIT_MASKE", align 4
basic	"_CN10cjcj:basic15UGTypeKindValueHNNY_10UGTypeKindE"	CG-METADATA-NUMBERING	cosmetic	replace	define i64 @"_CN10cjcj:basic15UGTypeKindValueHNNY_10UGTypeKindE"(i32 %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !96 {	define i64 @"_CN10cjcj:basic15UGTypeKindValueHNNY_10UGTypeKindE"(i32 %v1) gc "cangjie" personality i32 (...)* @"__cj_personality_v0$" !ReflectionFunc !111 {	equal	<identical after metadata-number normalization>	<identical after metadata-number normalization>
