block	gap_kind	named_symbol	source_anchor	severity	status	judge_evidence
b5	INVENTED	WrapVirtualFunc:CreateVirtualWrapperIfNeeded	 /root/cj_build/wt/scan_b5/packages/chir/src/GenerateVTable.cj:911	LOW	REMAINING	selfhost-only identifier still present in scanned file: packages/chir/src/GenerateVTable.cj:756 `let wrapper = CreateVirtualWrapperIfNeeded(curVirMethodInfo, parentVirMethodInfo, selfTy,` (+1 matches)
b5	INVENTED	WrapVirtualFunc:CreateWrapperFuncBody	 /root/cj_build/wt/scan_b5/packages/chir/src/GenerateVTable.cj:819	LOW	REMAINING	selfhost-only identifier still present in scanned file: packages/chir/src/GenerateVTable.cj:833 `private func CreateWrapperFuncBody(wrapperFunc: Function, childFuncInfo: VirtualMethodInfo, selfTy: Type,` (+1 matches)
b5	INVENTED	WrapVirtualFunc:GetCurVirtFuncWrapDep	 /root/cj_build/wt/scan_b5/packages/chir/src/GenerateVTable.cj:959	LOW	REMAINING	selfhost-only identifier still present in scanned file: packages/chir/src/GenerateVTable.cj:973 `public func GetCurVirtFuncWrapDep(): VirtualWrapperDepMap {` (+1 matches)
b5	INVENTED	WrapVirtualFunc:GetDelVirtFuncWrapForIncr	 /root/cj_build/wt/scan_b5/packages/chir/src/GenerateVTable.cj:963	LOW	REMAINING	selfhost-only identifier still present in scanned file: packages/chir/src/GenerateVTable.cj:977 `public func GetDelVirtFuncWrapForIncr(): VirtualWrapperDepMap {` (+1 matches)
b5	INVENTED	WrapVirtualFunc:GetReplaceTableForVirtualFunc	 /root/cj_build/wt/scan_b5/packages/chir/src/GenerateVTable.cj:783	LOW	REMAINING	selfhost-only identifier still present in scanned file: packages/chir/src/GenerateVTable.cj:797 `private func GetReplaceTableForVirtualFunc(parentTy: ClassType, funcIdentifier: String,` (+1 matches)
b5	INVENTED	WrapVirtualFunc:GetWrapperFuncType	 /root/cj_build/wt/scan_b5/packages/chir/src/GenerateVTable.cj:875	LOW	REMAINING	selfhost-only identifier still present in scanned file: packages/chir/src/GenerateVTable.cj:889 `private func GetWrapperFuncType(parentFuncTyWithoutThisArg: FuncType, selfTy: Type,` (+1 matches)
b5	INVENTED	WrapVirtualFunc:HandleVirtualFuncWrapperForIncrCompilation	 /root/cj_build/wt/scan_b5/packages/chir/src/GenerateVTable.cj:755	LOW	REMAINING	selfhost-only identifier still present in scanned file: packages/chir/src/GenerateVTable.cj:759 `HandleVirtualFuncWrapperForIncrCompilation(wrapper, curVirMethodInfo.GetVirtualMethod().getOrThrow())` (+1 matches)
b5	INVENTED	WrapVirtualFunc:RemoveThisArg	 /root/cj_build/wt/scan_b5/packages/chir/src/GenerateVTable.cj:904	LOW	REMAINING	selfhost-only identifier still present in scanned file: packages/chir/src/GenerateVTable.cj:918 `private func RemoveThisArg(funcTy: FuncType): FuncType {` (+1 matches)
b5	INVENTED	WrapVirtualFunc:init	 /root/cj_build/wt/scan_b5/packages/chir/src/GenerateVTable.cj:714	LOW	OBSOLETE	raw invented/name-shape finding has no exact current mapped occurrence; 2026-07-04 aggregate classified invented-only bullets as scan noise
b5	INVENTED	WrapperFuncGenericTable:<class>	 /root/cj_build/wt/scan_b5/packages/chir/src/GenerateVTable.cj:697	LOW	OBSOLETE	raw invented/name-shape finding has no exact current mapped occurrence; 2026-07-04 aggregate classified invented-only bullets as scan noise
b5	INVENTED	WrapperFuncGenericTable:init	 /root/cj_build/wt/scan_b5/packages/chir/src/GenerateVTable.cj:702	LOW	OBSOLETE	raw invented/name-shape finding has no exact current mapped occurrence; 2026-07-04 aggregate classified invented-only bullets as scan noise
b6	TranslateAnnotation.cpp	Translator::TranslateCustomAnnoInstanceSig	TranslateAnnotation.cpp:34	BOOTSTRAP	REMAINING	MISSING exact identifier `TranslateCustomAnnoInstanceSig`: absent in current packages/
b6	TranslateAnnotation.cpp	Translator::TranslateAnnotationsArraySig	TranslateAnnotation.cpp:70	BOOTSTRAP	REMAINING	MISSING exact identifier `TranslateAnnotationsArraySig`: absent in current packages/
b6	TranslateAnnotation.cpp	Translator::TranslateAnnotationsArrayBody	TranslateAnnotation.cpp:82	BOOTSTRAP	REMAINING	MISSING exact identifier `TranslateAnnotationsArrayBody`: absent in current packages/
b6	TranslateAnnotation.cpp	Translator::TranslateAnnoFactoryFuncBody	TranslateAnnotation.cpp:159	BOOTSTRAP	REMAINING	MISSING exact identifier `TranslateAnnoFactoryFuncBody`: absent in current packages/
b6	TranslateAnnotation.cpp	Translator::CreateAnnoFactoryFuncSig	TranslateAnnotation.cpp:175	BOOTSTRAP	REMAINING	MISSING exact identifier `CreateAnnoFactoryFuncSig`: absent in current packages/
b6	TranslateAnnotation.cpp	Translator::CreateParamAnnotationInfo	TranslateAnnotation.cpp:242	BOOTSTRAP	REMAINING	MISSING exact identifier `CreateParamAnnotationInfo`: absent in current packages/
b6	TranslateAnnotation.cpp	Translator::CreateAnnoFactoryFuncsForFuncDecl	TranslateAnnotation.cpp:247	BOOTSTRAP	REMAINING	MISSING exact identifier `CreateAnnoFactoryFuncsForFuncDecl`: absent in current packages/
b6	TranslateArrayExpr.cpp	Translator::Visit	TranslateArrayExpr.cpp:17	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/sema/src/ExtendBoxMarker.cj:19 `return { node: Node => marker.Visit(node) }` (+29 matches); direct token edit c5168ca5 `feat(chir): port CHIR visitor facility (Visitor.h:1-362)`; FEATURE_DEBT.md mentions this identifier
b6	TranslateArrayExpr.cpp	Translator::CreateAndAppendApplyCallFromCallExpr	TranslateArrayExpr.cpp:63	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:5922 `private func CreateAndAppendApplyCallFromCallExpr(resultTy: Type, callee: Value, callContext: FuncCallContext,` (+2 matches); added by 4ad5254d `sema: insert implicit super constructor calls` (packages/chir/src/Translator.cj)
b6	TranslateArrayExpr.cpp	Translator::CreateAndAppendApplyCallFromArray	TranslateArrayExpr.cpp:85	BC	REMAINING	MISSING exact identifier `CreateAndAppendApplyCallFromArray`: absent in current packages/
b6	TranslateArrayExpr.cpp	Translator::CreateAndAppendGVInitFuncCall	TranslateArrayExpr.cpp:95	BC	REMAINING	MISSING exact identifier `CreateAndAppendGVInitFuncCall`: absent in current packages/
b6	TranslateArrayExpr.cpp	Translator::InitArrayByLambda	TranslateArrayExpr.cpp:102	BOOTSTRAP	REMAINING	MISSING exact identifier `InitArrayByLambda`: absent in current packages/
b6	TranslateArrayExpr.cpp	Translator::InitArrayByItem	TranslateArrayExpr.cpp:140	BOOTSTRAP	REMAINING	MISSING exact identifier `InitArrayByItem`: absent in current packages/
b6	TranslateArrayExpr.cpp	Translator::GetExactParentType	TranslateArrayExpr.cpp:158	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/chir/src/Translator.cj:1890 `private func GetExactParentType(fuzzyParentType: Type, resolvedFunction: AstFuncDecl, funcType: FuncType,` (+8 matches); direct token edit ae6241a6 `fix(chir): omit array init receiver type`
b6	TranslateArrayExpr.cpp	Translator::InitArrayByCollection	TranslateArrayExpr.cpp:228	BOOTSTRAP	REMAINING	MISSING exact identifier `InitArrayByCollection`: absent in current packages/
b6	TranslateArrayExpr.cpp	Translator::InitVArrayByItem	TranslateArrayExpr.cpp:276	BOOTSTRAP	REMAINING	MISSING exact identifier `InitVArrayByItem`: absent in current packages/
b6	TranslateArrayExpr.cpp	Translator::InitVArrayByLambda	TranslateArrayExpr.cpp:294	BOOTSTRAP	REMAINING	MISSING exact identifier `InitVArrayByLambda`: absent in current packages/
b6	TranslateArrayLit.cpp	Translator::TranslateStructArray	TranslateArrayLit.cpp:32	BOOTSTRAP	REMAINING	MISSING exact identifier `TranslateStructArray`: absent in current packages/
b6	TranslateArrayLit.cpp	Translator::TranslateVArray	TranslateArrayLit.cpp:96	BOOTSTRAP	REMAINING	MISSING exact identifier `TranslateVArray`: absent in current packages/
b6	TranslateArrayLit.cpp	Translator::Visit	TranslateArrayLit.cpp:109	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/sema/src/ExtendBoxMarker.cj:19 `return { node: Node => marker.Visit(node) }` (+29 matches); direct token edit c5168ca5 `feat(chir): port CHIR visitor facility (Visitor.h:1-362)`; FEATURE_DEBT.md mentions this identifier
b6	TranslateAssignExpr.cpp	Translator::OverloadableExprMayThrowException	TranslateAssignExpr.cpp:16	BC	REMAINING	MISSING exact identifier `OverloadableExprMayThrowException`: absent in current packages/
b6	TranslateAssignExpr.cpp	Translator::TranslateVArrayAssign	TranslateAssignExpr.cpp:31	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1497 `TranslateVArrayAssign(expr, subscriptExpr, rightExpr)` (+1 matches)
b6	TranslateAssignExpr.cpp	Translator::CreateAndAppendVArraySet	TranslateAssignExpr.cpp:105	BC	REMAINING	MISSING exact identifier `CreateAndAppendVArraySet`: absent in current packages/
b6	TranslateAssignExpr.cpp	Translator::CreateAndAppendWrappedStoreElementByName	TranslateAssignExpr.cpp:116	BC	REMAINING	MISSING exact identifier `CreateAndAppendWrappedStoreElementByName`: absent in current packages/
b6	TranslateAssignExpr.cpp	Translator::CreateAndAppendWrappedStore	TranslateAssignExpr.cpp:125	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:960 `CreateAndAppendWrappedStore(rVal, leftValue, varPos)` (+10 matches); added by f67f3b1b `fix: port local var init allocation path` (packages/chir/src/Translator.cj)
b6	TranslateAssignExpr.cpp	Translator::TranslateCompoundAssign	TranslateAssignExpr.cpp:137	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1506 `return TranslateCompoundAssign(expr, leftExpr, rightExpr)` (+1 matches)
b6	TranslateAssignExpr.cpp	Translator::TranslateTrivialAssign	TranslateAssignExpr.cpp:206	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1508 `return TranslateTrivialAssign(expr, leftExpr, rightExpr)` (+1 matches)
b6	TranslateAssignExpr.cpp	Translator::Visit	TranslateAssignExpr.cpp:247	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/sema/src/ExtendBoxMarker.cj:19 `return { node: Node => marker.Visit(node) }` (+29 matches); direct token edit c5168ca5 `feat(chir): port CHIR visitor facility (Visitor.h:1-362)`; FEATURE_DEBT.md mentions this identifier
b6	TranslateBinaryExpr.cpp	Translator::Visit	TranslateBinaryExpr.cpp:12	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/sema/src/ExtendBoxMarker.cj:19 `return { node: Node => marker.Visit(node) }` (+29 matches); direct token edit c5168ca5 `feat(chir): port CHIR visitor facility (Visitor.h:1-362)`; FEATURE_DEBT.md mentions this identifier
b6	TranslateBinaryExpr.cpp	Translator::ProcessBinaryExpr	TranslateBinaryExpr.cpp:44	BOOTSTRAP	REMAINING	MISSING exact identifier `ProcessBinaryExpr`: absent in current packages/
b6	TranslateBinaryExpr.cpp	Translator::TransShortCircuitAnd	TranslateBinaryExpr.cpp:96	BOOTSTRAP	PARTIAL	"partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1072 `return TransShortCircuitAnd(lhs, RequireExpr(expr.rightExpr, ""binary rhs""))` (+3 matches)"
b6	TranslateBinaryExpr.cpp	Translator::TransShortCircuitOr	TranslateBinaryExpr.cpp:126	BOOTSTRAP	PARTIAL	"partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1075 `return TransShortCircuitOr(lhs, RequireExpr(expr.rightExpr, ""binary rhs""))` (+3 matches)"
b6	TranslateBlock.cpp	Translator::Visit	TranslateBlock.cpp:63	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/sema/src/ExtendBoxMarker.cj:19 `return { node: Node => marker.Visit(node) }` (+29 matches); direct token edit c5168ca5 `feat(chir): port CHIR visitor facility (Visitor.h:1-362)`; FEATURE_DEBT.md mentions this identifier
b6	TranslateCallExpr.cpp	Translator::TranslateASTTypes	TranslateCallExpr.cpp:24	BOOTSTRAP	REMAINING	MISSING exact identifier `TranslateASTTypes`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::GetMapExpr	TranslateCallExpr.cpp:33	BC	REMAINING	MISSING exact identifier `GetMapExpr`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::GetFuncInstArgs	TranslateCallExpr.cpp:60	BC	REMAINING	MISSING exact identifier `GetFuncInstArgs`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::GetCurrentThisObject	TranslateCallExpr.cpp:76	BC	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1030 `return GetCurrentThisObject()` (+5 matches)
b6	TranslateCallExpr.cpp	Translator::GetCurrentThisObjectByMemberAccess	TranslateCallExpr.cpp:96	BC	REMAINING	MISSING exact identifier `GetCurrentThisObjectByMemberAccess`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::TranslateExprAsLeftValue	TranslateCallExpr.cpp:148	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1107 `argValue = GeneratePointerInoutArg(TranslateExprAsLeftValue(argExpr),` (+13 matches)
b6	TranslateCallExpr.cpp	Translator::GenerateLeftValue	TranslateCallExpr.cpp:201	BC	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:6182 `let argVal = GenerateLeftValue(TranslateExprAsLeftValue(argExpr), chirTy.TranslateType(RequireAstTy(arg)))` (+1 matches)
b6	TranslateCallExpr.cpp	Translator::TranslateThisObjectForNonStaticMemberFuncCall	TranslateCallExpr.cpp:221	BOOTSTRAP	REMAINING	MISSING exact identifier `TranslateThisObjectForNonStaticMemberFuncCall`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::TranslateFuncArgsWithoutThisObj	TranslateCallExpr.cpp:296	BC	REMAINING	MISSING exact identifier `TranslateFuncArgsWithoutThisObj`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::TranslateTrivialArgWithNoSugar	TranslateCallExpr.cpp:392	BC	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:6089 `args.add(TranslateTrivialArgWithNoSugar(arg, None))` (+3 matches)
b6	TranslateCallExpr.cpp	Translator::TranslateFuncArgs	TranslateCallExpr.cpp:414	BC	REMAINING	MISSING exact identifier `TranslateFuncArgs`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::BlackBoxModifyArgTypeToRef	TranslateCallExpr.cpp:479	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:6097 `BlackBoxModifyArgTypeToRef(args)` (+1 matches)
b6	TranslateCallExpr.cpp	Translator::TranslateIntrinsicCall	TranslateCallExpr.cpp:515	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1139 `if (let Some(intrinsicResult) <- TranslateIntrinsicCall(expr)) {` (+1 matches)
b6	TranslateCallExpr.cpp	Translator::TranslateForeignFuncCall	TranslateCallExpr.cpp:578	BC	REMAINING	MISSING exact identifier `TranslateForeignFuncCall`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::TranslateCStringCtorCall	TranslateCallExpr.cpp:606	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1145 `if (let Some(cstrCtor) <- TranslateCStringCtorCall(expr)) {` (+1 matches)
b6	TranslateCallExpr.cpp	Translator::TranslateEnumCtorCall	TranslateCallExpr.cpp:623	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1153 `return TranslateEnumCtorCall(expr, calleeDecl)` (+1 matches)
b6	TranslateCallExpr.cpp	Translator::TranslateStructOrClassCtorCallAsLeftValue	TranslateCallExpr.cpp:666	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:7594 `return TranslateStructOrClassCtorCallAsLeftValue(expr, calleeDecl)` (+1 matches)
b6	TranslateCallExpr.cpp	Translator::TranslateStructOrClassCtorCall	TranslateCallExpr.cpp:717	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/chir/src/Translator.cj:1156 `return TranslateStructOrClassCtorCall(expr, calleeDecl)` (+1 matches); direct token edit d54bb9aa `fix: remove nonfaithful local ctor binding`
b6	TranslateCallExpr.cpp	Translator::TranslateCFuncConstructorCall	TranslateCallExpr.cpp:756	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1142 `if (let Some(cfuncCtor) <- TranslateCFuncConstructorCall(expr)) {` (+1 matches)
b6	TranslateCallExpr.cpp	Translator::TranslateFuncTypeValueCall	TranslateCallExpr.cpp:766	BC	REMAINING	MISSING exact identifier `TranslateFuncTypeValueCall`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::IsOverflowOpCall	TranslateCallExpr.cpp:829	BC	REMAINING	MISSING exact identifier `IsOverflowOpCall`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::CreateGetRTTIWrapper	TranslateCallExpr.cpp:837	BC	REMAINING	MISSING exact identifier `CreateGetRTTIWrapper`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::TranslateMemberFuncCall	TranslateCallExpr.cpp:851	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:1159 `return TranslateMemberFuncCall(expr, calleeDecl)` (+1 matches)
b6	TranslateCallExpr.cpp	Translator::TranslateTrivialFuncCall	TranslateCallExpr.cpp:939	BC	REMAINING	MISSING exact identifier `TranslateTrivialFuncCall`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::GetMemberFuncCallerInstType	TranslateCallExpr.cpp:978	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:6315 `private func GetMemberFuncCallerInstType(expr: AstCallExpr, needExactTy!: Bool = true): Option<Type> {` (+1 matches); added by b7f0c751 `fix: unblock chir self-host typeinfo context` (packages/chir/src/Translator.cj)
b6	TranslateCallExpr.cpp	Translator::GetMemberFuncParamAndRetInstTypes	TranslateCallExpr.cpp:1053	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:6304 `private func GetMemberFuncParamAndRetInstTypes(expr: AstCallExpr,` (+1 matches); added by b7f0c751 `fix: unblock chir self-host typeinfo context` (packages/chir/src/Translator.cj)
b6	TranslateCallExpr.cpp	Translator::GenerateLoadIfNeccessary	TranslateCallExpr.cpp:1068	BC	REMAINING	MISSING exact identifier `GenerateLoadIfNeccessary`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::HasNothingTypeArg	TranslateCallExpr.cpp:1116	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:3938 `private func HasNothingTypeArg(args: ArrayList<Value>): Bool {` (+4 matches); added by 546128eb `codegen: lower cpointer ffi read for stage2 runtime` (packages/chir/src/Translator.cj)
b6	TranslateCallExpr.cpp	Translator::ProcessCallExpr	TranslateCallExpr.cpp:1125	BC	REMAINING	MISSING exact identifier `ProcessCallExpr`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::ProcessMapExpr	TranslateCallExpr.cpp:1162	BC	REMAINING	MISSING exact identifier `ProcessMapExpr`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::TranslateCallExprAsLeftValue	TranslateCallExpr.cpp:1186	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:7581 `return TranslateCallExprAsLeftValue(callExpr)` (+1 matches)
b6	TranslateCallExpr.cpp	Translator::TranslateCompoundAssignmentElementRef	TranslateCallExpr.cpp:1196	BOOTSTRAP	REMAINING	MISSING exact identifier `TranslateCompoundAssignmentElementRef`: absent in current packages/
b6	TranslateCallExpr.cpp	Translator::Visit	TranslateCallExpr.cpp:1221	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/sema/src/ExtendBoxMarker.cj:19 `return { node: Node => marker.Visit(node) }` (+29 matches); direct token edit c5168ca5 `feat(chir): port CHIR visitor facility (Visitor.h:1-362)`; FEATURE_DEBT.md mentions this identifier
b6	TranslateCallExpr.cpp	Translator::PrintDevirtualizationMessage	TranslateCallExpr.cpp:1260	BC	REMAINING	MISSING exact identifier `PrintDevirtualizationMessage`: absent in current packages/
b6	TranslateClassDecl.cpp	Translator::Visit	TranslateClassDecl.cpp:16	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/sema/src/ExtendBoxMarker.cj:19 `return { node: Node => marker.Visit(node) }` (+29 matches); direct token edit c5168ca5 `feat(chir): port CHIR visitor facility (Visitor.h:1-362)`; FEATURE_DEBT.md mentions this identifier
b6	TranslateClassDecl.cpp	Translator::SetClassSuperClass	TranslateClassDecl.cpp:24	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/chir/src/Translator.cj:2572 `SetClassSuperClass(def, decl)` (+1 matches); direct token edit 2e7d01b2 `feat(chir): finish CJMP extend processing (ASTPackage2CHIR.cpp:1292)`
b6	TranslateClassDecl.cpp	Translator::SetClassImplementedInterface	TranslateClassDecl.cpp:37	BOOTSTRAP	REMAINING	MISSING exact identifier `SetClassImplementedInterface`: absent in current packages/
b6	TranslateClassDecl.cpp	Translator::TranslateClassLikeDecl	TranslateClassDecl.cpp:48	BOOTSTRAP	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:822 `TranslateClassLikeDecl(def, classDecl)` (+2 matches)
b6	TranslateClassDecl.cpp	Translator::AddMemberVarDecl	TranslateClassDecl.cpp:105	BC	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:2636 `AddMemberVarDecl(def, varDecl)` (+1 matches)
b6	TranslateClassDecl.cpp	Translator::ClearOrCreateVarInitFunc	TranslateClassDecl.cpp:145	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:611 `private func ClearOrCreateVarInitFunc(decl: AstDecl): Option<Function> {` (+2 matches); added by 8dea665a `feat(chir): split CJMP variable initializers (TranslateClassDecl.cpp:145)` (packages/chir/src/Translator.cj); FEATURE_DEBT.md mentions this identifier
b6	TranslateClassDecl.cpp	Translator::TranslateVarInit	TranslateClassDecl.cpp:209	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:672 `private func TranslateVarInit(varDecl: AstVarDecl): Option<Function> {` (+1 matches); added by 8dea665a `feat(chir): split CJMP variable initializers (TranslateClassDecl.cpp:145)` (packages/chir/src/Translator.cj); FEATURE_DEBT.md mentions this identifier
b6	TranslateClassDecl.cpp	Translator::TranslateVarsInit	TranslateClassDecl.cpp:244	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:608 `def.SetVarInitializationFunc(TranslateVarsInit(decl))` (+1 matches); added by 8dea665a `feat(chir): split CJMP variable initializers (TranslateClassDecl.cpp:145)` (packages/chir/src/Translator.cj); FEATURE_DEBT.md mentions this identifier
b6	TranslateClassDecl.cpp	Translator::ShouldTranslateMember	TranslateClassDecl.cpp:276	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:723 `if (ShouldTranslateMember(parent, member)) {` (+4 matches); added by 1657721f `fix(chir): filter platform members (TranslateClassDecl.cpp:271)` (packages/chir/src/Translator.cj); FEATURE_DEBT.md mentions this identifier
b6	TranslateClassDecl.cpp	Translator::AddMemberMethodToCustomTypeDef	TranslateClassDecl.cpp:304	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:2643 `AddMemberMethodToCustomTypeDef(def, funcDecl)` (+2 matches); added by 5d2ad763 `chir: preserve generic member instantiations` (packages/chir/src/Translator.cj)
b6	TranslateClassDecl.cpp	Translator::IsOpenSpecificReplaceAbstractCommon	TranslateClassDecl.cpp:332	BC	REMAINING	MISSING exact identifier `IsOpenSpecificReplaceAbstractCommon`: absent in current packages/
b6	TranslateClassDecl.cpp	Translator::TranslateClassLikeMemberFuncDecl	TranslateClassDecl.cpp:361	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:2641 `TranslateClassLikeMemberFuncDecl(classDef, funcDecl)` (+3 matches); added by 5d2ad763 `chir: preserve generic member instantiations` (packages/chir/src/Translator.cj)
b6	TranslateClassDecl.cpp	Translator::SkipMemberFuncInSpecificMerging	TranslateClassDecl.cpp:371	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:2687 `if (SkipMemberFuncInSpecificMerging(classDef, funcDecl)) {` (+1 matches); added by 5d2ad763 `chir: preserve generic member instantiations` (packages/chir/src/Translator.cj)
b6	TranslateClassDecl.cpp	Translator::AddMemberFunctionGenericInstantiations	TranslateClassDecl.cpp:393	BC	FIXED	MISSING at audit base; now packages/chir/src/Translator.cj:2682 `AddMemberFunctionGenericInstantiations(def, instFuncs, funcDecl)` (+2 matches); added by 5d2ad763 `chir: preserve generic member instantiations` (packages/chir/src/Translator.cj)
b6	TranslateClassDecl.cpp	Translator::AddMemberPropDecl	TranslateClassDecl.cpp:412	BC	REMAINING	MISSING exact identifier `AddMemberPropDecl`: absent in current packages/
b6	TranslateDoWhileExpr.cpp	Translator::Visit	TranslateDoWhileExpr.cpp:12	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/sema/src/ExtendBoxMarker.cj:19 `return { node: Node => marker.Visit(node) }` (+29 matches); direct token edit c5168ca5 `feat(chir): port CHIR visitor facility (Visitor.h:1-362)`; FEATURE_DEBT.md mentions this identifier
b6	TranslateEnumDecl.cpp	Translator::Visit	TranslateEnumDecl.cpp:35	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/sema/src/ExtendBoxMarker.cj:19 `return { node: Node => marker.Visit(node) }` (+29 matches); direct token edit c5168ca5 `feat(chir): port CHIR visitor facility (Visitor.h:1-362)`; FEATURE_DEBT.md mentions this identifier
b6	TranslateExtendDecl.cpp	Translator::Visit	TranslateExtendDecl.cpp:15	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/sema/src/ExtendBoxMarker.cj:19 `return { node: Node => marker.Visit(node) }` (+29 matches); direct token edit c5168ca5 `feat(chir): port CHIR visitor facility (Visitor.h:1-362)`; FEATURE_DEBT.md mentions this identifier
b6	TranslateForInExpr.cpp	Translator::Visit	TranslateForInExpr.cpp:184	BOOTSTRAP	UNSURE	partial identifier was edited after audit, but full branch parity cannot be proven by grep; current packages/sema/src/ExtendBoxMarker.cj:19 `return { node: Node => marker.Visit(node) }` (+29 matches); direct token edit c5168ca5 `feat(chir): port CHIR visitor facility (Visitor.h:1-362)`; FEATURE_DEBT.md mentions this identifier
b6	TranslateForInExpr.cpp	Translator::GetOuterMostExpr	TranslateForInExpr.cpp:204	BC	REMAINING	MISSING exact identifier `GetOuterMostExpr`: absent in current packages/
b6	TranslateForInExpr.cpp	Translator::InitializeDelayExitSignal	TranslateForInExpr.cpp:222	BC	PARTIAL	partial identifier has no direct token edit since audit base; current packages/chir/src/Translator.cj:2943 `InitializeDelayExitSignal()` (+4 matches)
b6	TranslateForInExpr.cpp	Translator::InitializeCondVar	TranslateForInExpr.cpp:236	BC	REMAINING	MISSING exact identifier `InitializeCondVar`: absent in current packages/
